tic,toi,rotulo,disposicao,periodo_publicado,profundidade_publicada_ppm,periodo_recuperado,erro_periodo_rel,profundidade_pct,duracao_h,snr,pico,secundario_pct,odd_even,forma,centroide,pontos
170634116,413.01,planeta,KP,3.6623918,12253.6582523,3.66253,0.00004,1.0851,3.418,275.72,1.9850,0.0000,0.0100,0.9091,2.0795,14540
152476657,415.01,planeta,KP,3.6112621,5684.0944144,3.61251,0.00035,0.5234,2.890,84.97,0.9461,0.0000,0.1195,0.8462,21.8219,14845
31374837,431.02,planeta,CP,0.4900589,291.0399722,6.23188,5.35829,0.0873,3.324,40.06,0.1319,0.0008,2.0984,0.7273,0.4519,17130
13021029,439.01,planeta,KP,3.8558900,9747.6035597,3.85841,0.00065,0.8881,3.601,86.16,1.6846,0.0031,0.0346,0.9091,1.4996,17043
70899085,442.01,planeta,CP,4.0520368,5512.4033193,4.05559,0.00088,0.3851,1.622,44.16,0.4900,0.0068,0.0291,0.5556,5.8057,17013
139528693,449.01,planeta,KP,2.1751729,7780.6435196,2.17416,0.00047,0.7620,4.058,98.92,1.9860,0.0002,0.0266,1.0000,3.4337,16983
139733308,452.01,planeta,KP,4.7633952,13160.6298310,4.76600,0.00055,1.1611,2.542,73.02,1.4770,0.0162,0.0318,0.9091,1.6194,17142
452808876,453.01,planeta,KP,2.7058200,7500.0000000,2.70686,0.00039,0.6069,4.692,276.43,1.6480,0.0080,0.0059,0.8333,0.5711,17228
98796344,455.01,planeta,CP,5.3587760,2708.4393715,2.79095,0.04164,0.1954,7.815,60.53,0.6625,0.0198,0.0871,0.6667,33.0491,14816
270380593,465.01,planeta,KP,3.8361623,5357.5774934,3.83974,0.00093,0.4941,2.048,61.30,0.7644,0.0247,0.0129,0.7500,1.7974,14839
170102285,477.01,planeta,KP,2.9444273,20291.3838652,2.94602,0.00054,1.8311,1.964,144.09,3.0422,0.0153,0.0146,0.8333,2.1342,14537
306362738,479.01,planeta,KP,2.7817379,12808.3940801,2.78085,0.00032,1.1733,1.483,123.95,1.6725,0.0000,0.0060,0.8462,0.3747,14604
317548889,480.01,planeta,CP,6.8659582,334.0145589,6.85430,0.00170,0.0273,3.656,20.02,0.0405,0.0021,0.1750,0.8000,0.4750,14608
393414358,483.01,planeta,KP,4.3780807,7074.3931388,4.38019,0.00048,0.6465,4.672,131.87,1.3672,0.0054,0.0054,0.8462,5.6870,14596
452866790,488.01,planeta,CP,1.1979996,1150.3177297,1.19814,0.00012,0.1020,0.959,11.87,0.1834,0.0016,0.2881,0.1111,1.5619,16341
455096220,489.01,planeta,KP,3.6466612,8994.5736642,3.64680,0.00004,0.8661,3.404,73.18,1.6405,0.0000,0.0311,0.8333,0.5237,16343
455135327,490.01,planeta,KP,2.8106013,10912.6752583,2.81065,0.00002,0.9544,1.499,173.39,1.4044,0.0034,0.0181,0.6923,0.9167,16256
17746821,492.01,planeta,KP,3.1220166,6304.9170255,3.12326,0.00040,0.5892,2.915,65.91,1.1926,0.0000,0.0493,0.8333,2.7729,16334
22529346,495.01,planeta,KP,1.2749246,18699.0000000,1.27479,0.00011,1.4996,2.550,455.31,4.1467,0.0244,0.0228,0.8333,15.7204,16339
134200185,500.01,planeta,CP,0.5481573,226.8573536,0.54814,0.00003,0.0194,0.731,7.49,0.0444,0.0039,0.0226,0.2500,0.8871,14650
134537478,501.01,planeta,KP,1.7100122,12680.0000000,1.70999,0.00001,0.9833,1.596,187.51,1.8815,0.0096,0.0087,0.7500,1.3584,16341
186812530,503.01,planeta,CP,3.6773543,3949.0000000,3.67693,0.00012,0.2651,1.471,63.12,0.3298,0.0045,0.0681,0.6667,0.7866,16342
268644785,505.01,planeta,KP,3.3294649,10603.9863905,3.33072,0.00038,0.9842,3.553,171.68,1.8976,0.0023,0.0151,0.8333,1.4839,16343
425206121,508.01,planeta,KP,4.6117328,11890.0000000,4.60916,0.00056,0.9381,3.687,223.08,1.5385,0.0049,0.0013,0.9167,1.8698,15977
440777904,511.01,planeta,KP,3.3552444,11199.9266299,3.35498,0.00008,1.0478,3.131,120.63,2.0794,0.0000,0.0193,0.9167,6.1173,15997
119292328,512.01,planeta,CP,7.1887332,285.2579990,7.20288,0.00197,0.0261,2.881,7.07,0.0341,0.0063,0.6629,0.6000,1.2390,14681
200322593,540.01,planeta,CP,1.2391534,2318.6594409,0.72606,0.17186,0.2417,2.130,37.17,0.7869,0.0331,0.0635,0.6364,2.8128,14566
50618703,544.01,planeta,CP,1.5483542,926.4111032,1.54763,0.00047,0.0831,1.032,19.41,0.1358,0.0077,0.1523,0.8000,0.5270,14647
407966340,554.01,planeta,CP,7.0491608,300.5227138,7.04293,0.00088,0.0302,2.817,22.48,0.0380,0.0010,0.1051,0.6667,1.7150,17282
209459275,559.01,planeta,CP,6.9839072,10050.0000000,6.99130,0.00106,0.8224,4.661,140.07,1.4844,0.0081,0.0498,0.8333,1.2722,16579
101011575,560.01,planeta,CP,6.3980642,1656.0000000,6.39081,0.00113,0.1455,1.704,27.40,0.1286,0.0000,0.0000,0.7692,1.5146,12966
413248763,562.01,planeta,CP,3.9306027,1048.0000000,3.92876,0.00047,0.0974,1.048,20.97,0.1059,0.0034,0.0511,0.4545,1.3559,13044
1003831,564.01,planeta,CP,1.6511456,3205.5671437,1.65020,0.00057,0.2410,0.660,25.51,0.3113,0.0000,0.0809,0.6364,0.3885,12907
123482865,569.01,planeta,CP,6.5562078,2970.0000000,6.55574,0.00007,0.2718,2.622,35.69,0.2659,0.0148,0.0000,0.8889,1.6732,16342
270468559,571.01,planeta,KP,4.6418435,7525.4475230,4.64101,0.00018,0.6474,3.713,56.45,1.1816,0.0000,0.0114,0.8182,0.3950,12899
408310006,576.01,planeta,CP,5.4435354,3219.0000000,5.44923,0.00105,0.2648,2.906,85.03,0.4273,0.0000,0.1331,0.8462,1.9909,13045
190496853,615.01,planeta,CP,4.6616079,11972.0000000,4.66094,0.00014,1.0140,3.729,173.08,1.7975,0.0133,0.0310,1.0000,1.2953,13762
296739893,620.01,planeta,CP,5.0988038,2925.8222433,5.12009,0.00418,0.2055,2.731,27.38,0.3219,0.0000,0.6063,0.6000,3.0218,12993
83092282,622.01,planeta,CP,6.4025295,3814.9508945,6.39529,0.00113,0.3568,3.411,116.85,0.5382,0.0007,0.0461,0.8333,1.5872,13177
399870368,624.01,planeta,CP,2.7443216,10071.0000000,2.74430,0.00001,0.8186,3.293,210.14,1.8074,0.0000,0.0009,0.8182,7.5599,17277
379929661,625.01,planeta,CP,4.7869580,8390.0000000,4.78557,0.00029,0.7127,4.467,203.80,1.3877,0.0008,0.0144,0.9167,37.9581,16849
65412605,626.01,planeta,CP,4.4010465,6903.0000000,4.40043,0.00014,0.6118,4.107,176.37,1.1288,0.0000,0.0154,0.8462,9.4067,17457
293853437,629.01,planeta,CP,8.7179665,2420.0000000,8.71978,0.00021,0.1442,6.976,68.17,0.2684,0.0008,0.0321,0.8571,0.2181,17455
147977348,640.01,planeta,CP,5.0037758,7390.0000000,5.00125,0.00051,0.5473,2.667,92.44,0.7341,0.0000,0.0371,0.7500,2.0566,17456
22221375,652.01,planeta,CP,3.9846589,445.0000000,3.98798,0.00083,0.0361,2.127,24.22,0.0552,0.0000,0.0016,0.6667,1.1492,15991
35516889,655.01,planeta,KP,0.7888389,22614.8958863,0.78872,0.00015,2.0099,1.262,217.78,5.1020,0.0426,0.0161,0.8333,5.6113,15846
36734222,656.01,planeta,KP,0.8134733,25866.8347400,0.81333,0.00017,2.2141,0.976,319.04,4.8145,0.0110,0.0071,0.8182,1.9971,15274
53735810,661.01,planeta,KP,4.0860495,7083.7091188,4.08694,0.00022,0.6832,3.814,72.37,1.1467,0.0000,0.0156,0.8462,1.8008,15785
54962195,663.01,planeta,CP,2.5989031,1953.2615465,2.59887,0.00001,0.1774,1.733,12.81,0.2932,0.0185,0.2023,0.2222,0.6318,14736
55092869,664.01,planeta,KP,4.7359232,2338.8745559,4.73152,0.00093,0.2192,6.309,195.58,0.5391,0.0011,0.0820,0.9167,1.1794,15771
101955023,667.01,planeta,KP,1.6289322,2512.1192447,1.62895,0.00001,0.2462,0.652,21.88,0.3213,0.0177,0.0947,0.7692,1.8178,15869
124573851,669.01,planeta,CP,3.9451359,841.0000000,3.94830,0.00080,0.0681,2.632,12.21,0.1083,0.0003,0.7531,0.7000,0.7053,15223
151825527,672.01,planeta,CP,3.6335834,8668.4420489,3.63131,0.00063,0.7832,1.453,43.31,1.0030,0.0000,0.0369,0.7692,1.2961,15771
169226822,675.01,planeta,KP,4.1780637,11478.1087015,4.18088,0.00067,1.0412,3.902,200.02,1.7662,0.0040,0.0126,0.8333,3.5717,15783
429304876,682.01,planeta,CP,6.8392388,1213.0000000,6.83600,0.00047,0.1159,3.646,35.12,0.1871,0.0010,0.1108,0.6923,0.4739,16019
260004324,704.01,planeta,CP,3.8143136,460.8504633,3.81773,0.00090,0.0458,1.527,6.79,0.0553,0.0017,0.1046,0.4286,0.5100,18278
36724087,732.01,planeta,CP,0.7683904,903.9933214,0.76851,0.00016,0.0927,0.820,13.55,0.1901,0.0000,0.1552,0.7778,1.6831,15578
106402532,733.01,planeta,CP,4.8847937,478.0000000,4.88239,0.00049,0.0370,2.604,11.80,0.0540,0.0000,0.2472,0.5000,6.8353,15864
437242640,744.01,planeta,KP,4.3176859,11283.0000000,4.31698,0.00016,0.9889,1.151,144.27,1.1167,0.0195,0.0289,0.6154,0.9633,16023
15445551,747.01,planeta,KP,1.6827917,8131.4342611,1.68272,0.00005,0.7140,2.692,153.72,1.8192,0.0117,0.0018,0.8333,5.4590,15046
104024556,748.01,planeta,KP,2.0219583,10040.0000000,2.02265,0.00034,0.8192,2.427,145.09,1.7465,0.0000,0.0453,0.8333,6.6495,15106
61538902,752.01,planeta,KP,5.7481323,12259.4473284,5.75414,0.00104,1.0418,2.302,70.53,1.2193,0.0056,0.0028,0.8182,0.9864,14903
73228647,755.01,planeta,CP,2.5404679,572.0000000,2.53999,0.00019,0.0377,2.371,11.38,0.0747,0.0000,0.2225,0.2727,1.1310,15416
178819686,763.01,planeta,CP,5.6057748,701.1882316,4.63137,0.17382,0.0411,3.705,12.74,0.0836,0.0000,1.2738,0.4444,1.4638,15416
219698950,766.01,planeta,KP,3.4464529,16320.7911726,3.44501,0.00042,1.4757,1.837,116.23,2.2135,0.0000,0.0178,0.8333,0.6817,14372
229047362,767.01,planeta,KP,3.7648730,22257.1184470,3.76413,0.00020,2.0470,2.008,177.72,3.1572,0.0000,0.0254,0.9231,1.3803,14806
248075138,769.01,planeta,KP,4.9816784,18110.0000000,4.98286,0.00024,1.4761,2.658,118.66,2.1346,0.0281,0.0331,0.8182,4.0344,14928
286865921,773.01,planeta,KP,4.9712980,12130.0000000,4.97420,0.00058,1.0590,2.653,79.11,1.5359,0.0000,0.0520,0.8462,1.0763,14792
294301883,774.01,planeta,KP,4.4656306,17361.1064238,4.46264,0.00067,1.5737,2.975,135.02,2.3949,0.0091,0.0203,1.0000,0.6815,15007
306996324,776.02,planeta,CP,8.2466133,1071.2067848,8.23646,0.00123,0.1110,2.196,16.08,0.1258,0.0081,0.4381,0.6154,1.4031,15207
335630746,778.01,planeta,CP,4.6336155,7660.0000000,4.63373,0.00002,0.6582,3.089,223.49,1.0216,0.0039,0.0194,1.0000,0.3591,15061
398943781,780.01,planeta,KP,3.0524018,22270.0000000,3.05232,0.00003,1.9660,2.035,219.94,3.0639,0.0138,0.0035,0.9231,0.4777,14775
460984940,784.01,planeta,CP,2.7970316,481.0000000,2.79750,0.00017,0.0365,2.611,15.99,0.0735,0.0000,0.1132,0.4000,0.6204,16457
46096489,818.01,planeta,KP,3.1185360,12242.7313220,3.11773,0.00026,1.1119,1.247,111.79,1.4047,0.0006,0.0175,0.7143,0.2369,13807
111991770,820.01,planeta,KP,3.7520620,9500.4303050,3.75082,0.00033,0.7944,3.501,121.89,1.5116,0.0000,0.0069,0.9091,0.8374,11005
127530399,822.01,planeta,KP,7.1335149,18037.5300175,7.13810,0.00064,1.5530,2.855,102.12,1.6978,0.0000,0.0000,0.8000,2.1909,13722
193641523,824.01,planeta,CP,1.3929721,1576.0776119,1.39268,0.00021,0.1412,1.114,21.57,0.2539,0.0000,0.1192,0.7778,1.3454,15409
271168962,828.01,planeta,KP,5.3220505,6562.7794806,5.32319,0.00021,0.5594,3.549,142.57,1.0308,0.0029,0.0317,0.9091,1.1939,11992
362249359,833.01,planeta,CP,1.0418890,465.3854112,1.04044,0.00139,0.0629,0.971,11.78,0.1227,0.0026,0.2759,0.4545,0.5515,16170
404340025,834.01,planeta,KP,2.6755521,14340.9908648,2.67451,0.00039,1.2869,2.853,184.98,2.6398,0.0147,0.0359,0.8333,3.5184,13631
440887364,836.01,planeta,CP,8.5954792,1140.0000000,8.58858,0.00080,0.1309,2.290,32.25,0.1566,0.0000,0.2961,0.4545,2.3591,14185
33595516,849.01,planeta,CP,0.7656600,1410.0000000,0.76551,0.00019,0.1502,1.531,33.11,0.4155,0.0035,0.0753,0.5455,9.0944,29581
404467699,857.01,planeta,KP,3.9080236,8100.0000000,3.90911,0.00028,0.7013,2.606,113.30,1.0902,0.0000,0.0217,0.9231,0.9552,15739
198008005,858.01,planeta,CP,3.2797206,11148.4202020,3.28161,0.00058,1.0003,3.063,105.48,2.0238,0.0263,0.0230,0.8333,6.5051,14827
34077285,880.02,planeta,CP,2.5735943,739.6008283,6.39081,0.24161,0.3018,2.556,70.25,0.3967,0.0029,0.0289,0.9091,0.2884,17458
261867566,905.01,planeta,CP,3.7395716,15256.9023477,3.73752,0.00055,1.2611,1.495,101.69,1.4525,0.0229,0.0285,0.7273,1.2311,13088
305424003,907.01,planeta,CP,4.5849110,2101.0682794,4.58254,0.00052,0.1972,4.888,36.10,0.3778,0.0000,0.0029,0.9167,0.7379,15174
350153977,908.01,planeta,CP,3.1837789,850.2084133,3.18373,0.00001,0.0628,2.122,8.91,0.1000,0.0091,0.3443,0.2500,0.4298,14676
369327947,910.01,planeta,CP,2.0291077,765.9246838,2.02872,0.00019,0.0892,0.541,9.82,0.0956,0.0000,0.4626,0.2500,0.2573,16364
406941612,912.01,planeta,CP,4.6780659,1835.6055250,4.67703,0.00022,0.1351,1.871,16.21,0.1889,0.0000,0.0642,0.6250,0.8487,16343
146520535,942.01,planeta,CP,4.3276500,1480.0000000,3.36015,0.22356,0.4384,9.856,89.19,1.4989,0.0232,0.1832,0.5333,2.8429,17493
44792534,954.01,planeta,CP,3.6849700,2070.0000000,3.68237,0.00071,0.2175,4.419,67.72,0.4685,0.0000,0.0153,0.8333,0.5130,16302
178367144,966.01,planeta,KP,3.4091568,16294.3969402,3.40846,0.00021,1.4779,2.727,214.43,2.8611,0.0506,0.0633,0.9167,6.1165,16770
280437559,969.01,planeta,CP,1.8237371,1890.0000000,1.82324,0.00027,0.1466,1.459,25.37,0.2647,0.0176,0.1721,0.4545,1.5759,16708
16288184,1049.01,planeta,KP,2.1805333,16399.8584641,2.18121,0.00031,1.4676,2.617,28.10,2.9877,0.0000,0.0702,0.9091,7.1719,15997
66818296,1050.01,planeta,KP,3.7354838,17030.0000000,3.73382,0.00045,1.4671,3.983,182.80,2.9324,0.0601,0.0285,0.9091,3.7896,13936
299799658,1062.01,planeta,CP,4.1150527,538.9646334,4.11137,0.00089,0.0453,1.096,8.98,0.0503,0.0049,0.4367,0.2500,0.5743,18275
79748331,1064.01,planeta,CP,6.4438657,1121.9512275,6.44724,0.00052,0.0915,1.719,10.31,0.0880,0.0000,0.0365,0.8571,0.5785,16591
201604954,1066.01,planeta,KP,4.6061840,13793.0348670,0.63132,0.72588,1.0755,1.852,75.10,3.4888,0.8809,0.1334,0.6429,47.1334,19378
31858843,1069.01,planeta,KP,2.9776446,13022.0000000,2.97851,0.00029,1.0454,2.780,210.14,2.0530,0.0041,0.0301,0.9091,4.4123,17047
120247528,1071.01,planeta,KP,3.5544026,10164.8753396,3.55343,0.00027,0.8292,1.421,60.16,1.0791,0.0000,0.0109,0.7273,1.2920,19438
351601843,1075.01,planeta,CP,0.6047392,1027.6833479,0.60500,0.00043,0.0910,0.887,12.74,0.2187,0.0000,0.3559,0.5000,0.9562,13881
360742636,1076.01,planeta,KP,2.5495611,14921.4021936,2.55028,0.00028,1.3278,2.380,179.66,2.7188,0.0000,0.0292,0.9091,12.4836,19110
370133522,1078.01,planeta,CP,0.5182425,831.8920424,0.51829,0.00009,0.0818,0.691,20.59,0.1881,0.0000,0.1963,0.5000,0.7353,17542
394561119,1107.01,planeta,CP,4.0782388,6667.6920161,4.07993,0.00041,0.5519,4.352,146.06,1.1109,0.0000,0.0210,0.9167,2.6575,16899
10837041,2411.01,planeta,CP,0.7827075,526.8676750,0.78262,0.00011,0.0510,1.148,12.15,0.1213,0.0000,0.0538,0.5455,0.6969,16001
70524163,2421.01,planeta,CP,4.3474000,3520.0000000,4.34619,0.00028,0.2968,4.636,75.17,0.6374,0.0000,0.0030,0.8182,7.6644,28613
142937186,2427.01,planeta,CP,1.3061300,560.0000000,1.30558,0.00042,0.0527,0.696,15.88,0.0807,0.0026,0.0384,0.3000,1.8924,16636
449197831,2458.01,planeta,CP,3.7369689,310.4978088,3.73435,0.00070,0.0284,1.992,10.39,0.0438,0.0000,0.0316,0.7273,0.2260,17120
411839167,2461.01,planeta,KP,6.1802614,5383.8458373,6.19137,0.00180,0.3684,4.128,56.74,0.6783,0.0158,0.1231,0.9000,2.9785,17282
263179590,2498.01,planeta,CP,3.7382381,1316.4622757,3.73729,0.00025,0.1346,2.990,17.76,0.2511,0.0000,0.0258,0.1667,2.9727,17385
270604417,2543.01,planeta,CP,7.5427509,3098.3066655,7.54530,0.00034,0.2929,6.036,40.46,0.4839,0.0000,0.0961,0.9167,55.1113,16877
149845414,2545.01,planeta,CP,7.9940367,404.6194381,7.98711,0.00087,0.0451,3.195,10.45,0.0548,0.0113,0.0000,0.4615,1.1651,12815
444013020,2547.01,planeta,KP,2.3114203,14975.1986739,2.31189,0.00020,1.3173,2.466,173.42,2.6955,0.0000,0.0031,0.9091,0.5634,16876
350293646,2548.01,planeta,KP,8.5234958,18942.0000000,8.51705,0.00076,1.5191,2.271,178.44,1.6630,0.0000,0.0373,0.8182,1.3586,16816
258920431,2567.01,planeta,CP,5.9839451,3826.4375501,5.99003,0.00102,0.3790,4.792,36.45,0.7122,0.0000,0.1645,0.7500,8.3523,19610
239816546,2570.01,planeta,CP,2.9887654,15493.9490407,2.98974,0.00032,1.3403,2.790,76.73,2.4985,0.0208,0.0406,0.9091,13.2137,16228
103751498,2579.01,planeta,KP,3.7146478,12620.0000000,3.71194,0.00073,1.0487,3.464,175.53,2.1124,0.0000,0.0123,0.8333,1.0255,19611
102713734,2580.01,planeta,CP,3.3978620,9960.0000000,3.39830,0.00013,0.8423,4.078,145.36,1.8296,0.0000,0.0532,0.8333,6.4374,16276
68007716,2587.01,planeta,CP,5.4566563,4160.0000000,5.45655,0.00002,0.3602,3.638,41.51,0.5645,0.0085,0.0392,0.7273,1.7422,17266
162802770,2641.01,planeta,CP,4.8809640,3385.5526856,4.88239,0.00029,0.2170,1.302,13.20,0.2169,0.0296,0.0350,0.3000,0.8676,15457
348835438,2669.01,planeta,CP,6.2034960,810.0000000,6.20015,0.00054,0.1309,6.613,36.14,0.2881,0.0019,0.0743,0.5455,0.8490,15602
286916251,1794.01,planeta,CP,8.7655468,572.6986983,1.70599,0.61075,0.0316,0.682,5.55,0.0397,0.0017,0.0940,0.4286,1.5272,15250
138819293,1796.01,planeta,KP,2.6438856,6404.7051471,2.64444,0.00021,0.5800,0.705,125.73,0.5858,0.0000,0.0210,0.7692,0.8143,16102
198153540,1798.01,planeta,CP,8.0214735,882.3089291,0.87566,0.78167,0.0357,1.284,7.72,0.0863,0.0225,0.1210,0.7143,1.1108,14163
8967242,1799.01,planeta,CP,7.0938530,284.2381135,7.08497,0.00125,0.0263,1.889,8.58,0.0309,0.0000,0.0805,0.8000,0.7805,15934
17993892,1800.01,planeta,KP,4.1244833,9590.0000000,4.12231,0.00053,0.8211,3.298,94.26,1.3980,0.0003,0.0313,0.8333,0.8919,16532
180695581,1807.01,planeta,CP,0.5493700,370.0000000,0.54926,0.00021,0.0320,0.952,15.54,0.0824,0.0000,0.2100,0.2500,0.7558,16794
373693175,1810.01,planeta,KP,1.3273482,18850.0000000,1.32705,0.00023,1.6202,1.769,185.71,3.7654,0.0203,0.0084,1.0000,3.8235,16616
376524552,1811.01,planeta,CP,3.7130701,19610.0000000,3.71084,0.00060,1.5250,1.484,124.61,1.9469,0.0201,0.0319,0.7500,1.0702,16050
393831507,1820.01,planeta,CP,4.8606730,6140.0000000,4.85796,0.00056,0.4781,2.591,63.79,0.7151,0.0000,0.0069,0.8000,0.8548,13493
229400092,1826.01,planeta,CP,4.1419805,10130.9411804,4.14164,0.00008,0.9418,1.657,70.58,1.2046,0.0000,0.0037,0.8333,1.1619,14427
165987272,1840.01,planeta,KP,7.8456075,7020.0000000,7.84360,0.00026,0.6175,5.229,110.72,0.9382,0.0000,0.0000,0.8333,0.1059,13283
198108326,1844.01,planeta,KP,3.2130578,22530.0000000,3.21298,0.00003,1.8875,2.142,127.13,3.2375,0.0092,0.0032,0.8182,1.6092,12425
198385543,1846.01,planeta,CP,3.9306746,1637.1984269,3.92523,0.00139,0.1877,1.047,7.31,0.1776,0.0367,0.1004,0.4000,0.8526,13504
73540072,1853.01,planeta,CP,1.2436239,1790.0000000,1.24385,0.00018,0.1533,1.493,16.58,0.3342,0.0215,0.3048,0.5455,0.9728,10751
81247740,1855.01,planeta,CP,1.3641482,7820.0000000,1.36431,0.00012,0.5695,0.910,60.60,0.9424,0.0000,0.0335,0.7000,2.8039,10542
321668398,1862.01,planeta,CP,5.6442112,4136.2010063,5.64197,0.00040,0.4455,2.257,27.42,0.5720,0.0000,0.0092,0.6923,1.2509,16043
258510872,1885.01,planeta,CP,6.5440665,6060.0000000,6.54038,0.00056,0.6128,3.488,37.17,0.9205,0.0038,0.1235,0.8182,0.6253,17925
77156657,1903.01,planeta,KP,3.8404319,3580.0000000,3.84285,0.00063,0.5718,5.124,62.54,1.3047,0.0000,0.0331,0.9167,1.4214,16714
272213425,1904.01,planeta,KP,4.3247708,6380.0000000,4.32414,0.00015,0.5900,4.036,73.56,1.2264,0.0000,0.0394,0.7500,27.4212,15732
453789494,1907.01,planeta,KP,5.4774433,9010.0000000,5.47947,0.00037,0.8338,4.384,117.60,1.4917,0.0096,0.0221,0.9231,4.3558,15891
37718056,1908.01,planeta,KP,3.6568800,7040.0000000,3.65718,0.00008,0.5990,3.413,50.18,1.1245,0.0023,0.0288,0.8182,1.2031,14023
232038798,1909.01,planeta,KP,4.1536624,12310.0000000,4.15470,0.00025,0.9389,1.108,50.58,0.9543,0.0000,0.0025,0.6154,9.7454,17434
53458803,1913.01,planeta,KP,3.3489038,10987.1747675,3.34833,0.00017,1.0082,3.125,89.55,1.9630,0.0000,0.0354,0.9091,7.9516,17458
102192004,1919.01,planeta,KP,4.2337078,7690.0000000,4.23191,0.00043,0.5308,1.693,34.84,0.5997,0.0000,0.1218,0.5556,1.7537,15543
371443216,1924.01,planeta,KP,2.8240691,8970.0000000,2.82421,0.00005,0.7890,3.389,431.10,1.7373,0.0085,0.0043,0.9167,4.1303,15913
118956453,1925.01,planeta,KP,2.3447752,15340.0000000,2.34415,0.00027,1.4052,1.563,99.73,2.4278,0.0078,0.0018,0.8462,2.0719,13670
386259537,1932.01,planeta,KP,5.6107737,6651.6899169,5.61433,0.00063,0.6064,5.989,67.20,1.2254,0.0000,0.0554,0.9091,2.8384,16856
125739286,1934.01,planeta,KP,4.5111234,11170.0000000,4.50877,0.00052,0.9746,4.208,156.81,1.6000,0.0000,0.0477,0.8333,1.3223,18182
178289267,1936.01,planeta,KP,2.3506186,15940.0000000,2.35130,0.00029,1.5142,2.195,135.51,2.8144,0.0000,0.0314,1.0000,1.3735,16438
445903569,1994.01,planeta,CP,4.0337201,2868.0000000,4.03590,0.00054,0.2958,3.767,54.23,0.5476,0.0000,0.0411,0.8182,0.4826,15900
371188886,2000.02,planeta,CP,3.0983670,496.0000000,4.56099,0.26397,0.2431,3.041,41.90,0.4070,0.0000,2.0399,0.8333,0.9056,15799
188589164,2013.01,planeta,CP,2.6162769,1120.6014184,2.61551,0.00029,0.1044,1.046,12.43,0.1350,0.0174,0.0917,0.5455,0.7089,14646
198588220,2014.01,planeta,KP,4.8099755,6965.0000000,4.80449,0.00114,0.6629,6.406,240.59,1.6074,0.0026,0.0002,0.8333,0.4312,18207
236312126,2021.01,planeta,KP,3.9415041,21330.0000000,3.94003,0.00037,1.7207,2.627,246.78,3.0365,0.0024,0.0242,0.9091,11.5790,15726
255930614,2024.01,planeta,KP,2.8758831,3152.0000000,2.87681,0.00032,0.2736,2.685,166.01,0.4694,0.0020,0.0044,0.9231,0.2375,15709
394050135,2025.01,planeta,CP,8.8720542,6144.2968010,8.86837,0.00042,0.5696,2.365,54.92,0.6805,0.0000,0.0112,0.9375,0.4405,19610
220076110,2796.01,planeta,CP,4.8084980,11010.0000000,4.80691,0.00033,0.8093,1.282,40.47,0.7515,0.0199,0.0024,0.6667,8.5024,26097
151483286,2818.01,planeta,CP,4.0397189,15110.0000000,4.04153,0.00045,1.2730,3.233,110.37,2.2054,0.0169,0.0168,0.8333,2.5667,15659
387342052,2844.01,planeta,CP,3.5524144,2060.0000000,3.55008,0.00066,0.2468,2.840,20.76,0.4301,0.0190,0.2151,0.5833,12.3041,14358
361343239,2977.01,planeta,CP,2.3505698,11210.0000000,2.35195,0.00059,1.1497,2.509,91.90,2.3750,0.0000,0.0220,0.8333,20.3820,18358
454248975,3023.01,planeta,CP,3.9014904,9050.0000000,3.89975,0.00044,0.7984,4.680,103.28,1.7500,0.0172,0.0629,0.9091,13.4030,18854
452006073,3071.01,planeta,CP,1.2669382,2580.0000000,1.26687,0.00005,0.3142,1.858,28.28,0.7610,0.0112,0.0062,0.4545,3.3190,18854
428699140,3082.01,planeta,CP,1.9268037,2260.0000000,1.92621,0.00031,0.2217,1.541,18.24,0.4127,0.0000,0.0101,0.5455,0.6027,15354
115524421,2064.01,planeta,KP,8.8036803,8360.0000000,8.81066,0.00079,0.8271,2.350,28.16,0.6668,0.0000,0.0000,0.9231,0.5213,10698
417931300,2068.01,planeta,CP,7.7690887,1416.7912077,4.64550,0.19589,0.1241,4.336,12.19,0.2561,0.0047,0.1835,0.4000,16.7245,16407
446549906,2107.01,planeta,CP,2.4545700,19250.0000000,2.45559,0.00041,1.8024,2.292,56.50,3.4260,0.0000,0.0460,0.8333,11.2816,14092
392476080,2109.01,planeta,CP,0.6724900,7890.0000000,0.67253,0.00006,0.6393,1.614,207.32,1.9557,0.0960,0.0092,0.8333,8.3436,10843
9828416,2114.01,planeta,CP,6.2099619,4090.0000000,6.20817,0.00029,0.3495,4.139,50.51,0.5191,0.0121,0.0000,0.9091,114.7235,8286
236387002,2119.01,planeta,CP,7.2008611,50063.0000000,7.19765,0.00045,3.7159,1.919,244.46,4.3607,0.0373,0.0486,0.7778,2.7224,16110
159742538,2124.01,planeta,KP,3.5539283,9368.3887704,3.55322,0.00020,0.8592,2.843,95.81,1.4457,0.0000,0.0263,0.8333,0.4048,17246
116242971,2125.01,planeta,KP,5.0316347,4912.0000000,5.03297,0.00026,0.4895,5.368,110.98,0.9541,0.0048,0.0244,0.9091,24.9145,17246
21744120,2127.01,planeta,KP,5.5080682,21584.7573167,5.50428,0.00069,1.8651,2.202,105.43,2.7681,0.0000,0.0508,0.8333,3.7175,11626
101721385,2129.01,planeta,KP,4.6276640,6190.0000000,4.62705,0.00013,0.4523,1.851,100.67,0.6178,0.0157,0.0417,0.7000,1.0796,17245
