tic,toi,rotulo,disposicao,periodo_publicado,profundidade_publicada_ppm,periodo_recuperado,erro_periodo_rel,profundidade_pct,duracao_h,snr,pico,secundario_pct,odd_even,forma,centroide,pontos
320798691,2130.01,planeta,KP,5.0052605,7641.4040980,5.00332,0.00039,0.7653,4.003,91.38,1.4065,0.0186,0.0327,0.9167,1.2853,16941
27848472,2131.01,planeta,KP,1.8468345,13237.0000000,1.84629,0.00030,1.1499,2.216,256.41,2.5464,0.0127,0.0085,1.0000,22.7195,16940
358516596,2132.01,planeta,KP,3.2440454,15011.9381969,3.24427,0.00007,1.0932,3.028,117.39,2.2037,0.0093,0.1272,1.0000,7.7077,16942
76419763,2135.01,planeta,KP,2.7884723,14467.6854046,2.78917,0.00025,1.2901,2.603,126.74,2.4486,0.0039,0.0111,0.9091,1.0258,16940
336128819,2136.01,planeta,CP,7.8519082,3873.9591492,7.85035,0.00020,0.3671,1.047,10.62,0.2698,0.0569,0.0519,0.4167,0.6787,16941
399860444,2140.01,planeta,KP,2.4706114,14310.7159758,2.47088,0.00011,1.2334,1.318,125.42,1.7493,0.0168,0.0075,0.7273,1.3819,16653
395393265,2152.01,planeta,CP,3.3772835,7216.4961357,3.37664,0.00019,0.7027,3.152,110.06,1.3573,0.0000,0.0533,0.8462,0.0946,19475
428787891,2154.01,planeta,CP,3.8240826,10096.1098633,3.82196,0.00055,0.7794,2.038,103.54,1.0945,0.0082,0.0216,0.8000,0.7638,18188
461591646,2155.01,planeta,CP,3.7246883,3320.0000000,3.72268,0.00054,0.3169,2.978,42.30,0.5905,0.0000,0.1422,1.0000,29.4654,16748
342642208,2158.01,planeta,CP,8.6007557,5090.0000000,8.59508,0.00066,0.3666,3.438,53.83,0.4566,0.0055,0.0346,0.8000,1.3949,19610
176956893,2184.01,planeta,CP,6.9067868,1751.7778572,3.92523,0.13663,0.1243,0.523,5.13,0.0922,0.0000,0.3627,0.7143,0.9305,13916
401604346,2193.01,planeta,CP,2.1223673,8056.3340252,2.12143,0.00044,0.6232,1.131,43.81,0.8723,0.0029,0.0026,0.7000,0.6023,13558
372172128,2196.01,planeta,CP,1.1953968,1127.2344564,1.19521,0.00016,0.1054,1.434,10.65,0.2245,0.0215,0.2552,0.7143,1.4301,12650
389352124,2197.01,planeta,KP,4.9546480,7357.0000000,4.95984,0.00105,0.6002,3.307,169.22,0.9134,0.0025,0.0243,0.8333,0.5177,16776
100566492,2198.01,planeta,KP,4.9549631,8236.2566801,4.95446,0.00010,0.6390,5.285,83.04,1.2481,0.0000,0.0048,1.0000,2.7915,16511
369455629,2199.01,planeta,KP,3.3771114,4515.1550770,3.37943,0.00069,0.4028,2.253,34.47,0.6168,0.0005,0.0168,0.6364,0.8868,16778
381856447,2206.01,planeta,KP,1.7690121,10110.2139841,1.76927,0.00014,0.7691,0.708,72.33,0.9489,0.0088,0.0337,0.6000,0.7046,16494
90850770,2207.01,planeta,CP,8.0004890,4606.7419685,8.01581,0.00192,0.4272,4.275,46.52,0.6678,0.0000,0.0133,0.8182,0.4887,15365
212253390,2211.01,planeta,CP,3.0926858,272.6778328,3.09099,0.00055,0.0324,2.061,10.12,0.0549,0.0000,0.4089,0.5556,1.5929,16780
425561347,2215.01,planeta,CP,5.7772122,1470.3821261,5.77750,0.00005,0.1168,2.311,17.27,0.1533,0.0125,0.0886,0.6364,1.0659,15748
394722182,2236.01,planeta,CP,3.5315897,7230.0000000,3.52974,0.00052,0.6134,2.353,80.15,1.0066,0.0000,0.0584,0.8462,0.3655,15275
289164482,2274.01,planeta,CP,2.6796164,827.5423687,7.40450,0.38163,0.1359,0.987,9.40,0.1083,0.0000,0.7750,0.2857,6.0650,18315
180991313,2330.01,planeta,KP,2.2088214,7770.0000000,2.20835,0.00021,0.7258,2.356,60.06,1.5131,0.0256,0.0106,1.0000,3.4503,15485
88902249,2336.01,planeta,CP,7.7119842,3176.0000000,7.70399,0.00104,0.3011,4.109,50.00,0.4416,0.0185,0.0842,0.9091,12.4245,16825
230001847,2337.01,planeta,CP,2.9942630,1120.6492357,2.99789,0.00121,0.1175,5.996,20.23,0.3064,0.0032,0.0610,0.6667,0.6247,19611
91555165,2345.01,planeta,CP,1.0526157,358.5076064,1.05249,0.00012,0.0356,1.403,8.55,0.0815,0.0016,0.1666,0.5556,1.4851,15859
39414571,2364.01,planeta,CP,4.0197555,9750.0000000,4.01699,0.00069,0.7053,2.142,35.56,1.0595,0.0000,0.5019,0.7857,1.0678,13939
401125028,2368.01,planeta,CP,5.1750108,13020.0753250,5.17205,0.00057,1.1774,1.379,52.14,1.1734,0.0000,0.0137,0.7273,0.7132,16546
439366538,2374.01,planeta,CP,4.3135917,11271.8586527,4.31108,0.00058,0.9387,1.724,16.10,1.1397,0.0000,0.1905,0.7778,4.8688,13899
176220787,2380.01,planeta,KP,5.2153618,5205.8347338,5.21790,0.00049,0.4889,4.870,148.62,0.9492,0.0000,0.0170,0.9167,1.7335,14807
32487566,2386.01,planeta,KP,2.7567395,9248.4759918,2.75556,0.00043,0.8588,1.470,95.07,1.1585,0.0144,0.0299,0.7857,2.1212,14561
95660472,3819.01,planeta,CP,3.2442990,5692.0048309,3.24401,0.00009,0.4979,2.163,31.51,0.7851,0.0000,0.0717,0.9167,0.6974,15247
141205978,3862.01,planeta,CP,1.5574603,3900.0000000,1.55806,0.00039,0.3357,1.246,28.57,0.5898,0.0000,0.0511,0.8182,1.0986,15209
165464482,3894.01,planeta,CP,4.3345378,10000.0000000,4.33667,0.00049,0.8194,2.891,81.73,1.4281,0.0105,0.0133,0.9167,0.3690,13807
156648452,3912.01,planeta,CP,3.4936188,9730.0000000,3.49327,0.00010,0.8026,3.260,57.00,1.5118,0.0000,0.0442,0.9091,2.3244,10640
352682207,4010.01,planeta,CP,5.4146235,4983.0756289,5.40960,0.00093,0.4446,2.164,24.81,0.5532,0.0404,0.1360,0.3333,0.4562,16340
310002617,4087.01,planeta,CP,3.1774814,14190.0000000,3.17797,0.00015,1.1606,2.542,148.58,2.1323,0.0099,0.0069,0.9167,0.9283,19610
417646390,4137.01,planeta,CP,3.8016217,8310.0000000,3.80018,0.00038,0.6768,3.040,85.18,1.2040,0.0000,0.0145,0.9091,3.4404,16748
257060897,4138.01,planeta,CP,3.6600320,7749.7203265,3.66188,0.00051,0.7159,3.906,102.23,1.3766,0.0000,0.0104,0.9167,6.4763,19610
279947414,4145.01,planeta,CP,4.0664446,19740.0000000,4.06419,0.00055,1.4668,1.626,94.38,1.7538,0.0395,0.0006,0.8182,2.9250,16749
470171739,4153.01,planeta,CP,4.6174254,9412.5600540,4.61847,0.00023,0.8145,4.311,111.96,1.5441,0.0003,0.0303,0.9091,0.7798,17305
467331291,4155.01,planeta,CP,3.3207642,940.0000000,3.31800,0.00083,0.0943,2.212,9.40,0.1438,0.0000,0.1396,0.5000,1.1327,16748
122617317,4311.02,planeta,CP,0.9902892,278.9096992,0.99066,0.00037,0.0332,1.189,5.48,0.0703,0.0000,0.1368,0.5000,0.7931,12885
256722647,4329.01,planeta,CP,2.9224661,5724.0176730,2.92271,0.00008,0.5877,5.066,52.15,1.5055,0.0060,0.0659,0.9167,2.0417,14941
354944123,4342.01,planeta,CP,5.5383290,1407.1118648,5.54273,0.00079,0.1338,2.217,13.08,0.1751,0.0127,0.2265,0.4286,8.8474,19179
4070275,4364.01,planeta,CP,5.4240691,1766.8589296,1.80768,0.33346,0.0950,1.446,9.03,0.1669,0.0000,0.1238,0.4286,1.5363,17223
394918211,4377.01,planeta,CP,4.3780194,1604.3825129,4.37617,0.00042,0.1550,7.585,34.63,0.3963,0.0086,0.0341,0.7500,2.3674,17133
97766057,4379.01,planeta,CP,3.2535299,6115.0131399,3.25113,0.00074,0.5732,4.768,51.83,1.3867,0.0000,0.0717,0.8333,3.8637,18296
464646604,4399.01,planeta,CP,7.7121208,728.4849109,2.26148,0.41353,0.2648,6.634,139.37,0.8567,0.0703,0.0174,0.5833,3.4383,16736
22233480,4438.01,planeta,CP,7.4463034,4045.7241785,7.44175,0.00061,0.2814,1.984,20.42,0.3081,0.0000,0.0244,0.6000,4.7055,19611
158241252,4443.01,planeta,CP,1.8498567,195.4102498,1.85022,0.00020,0.0207,2.220,14.46,0.0436,0.0019,0.3025,0.5000,1.0020,16936
76420654,4462.01,planeta,CP,4.9133022,2040.0000000,6.04240,0.22980,0.5733,2.417,27.93,0.8308,0.0000,0.3993,0.2857,10.7172,16777
8599009,4463.01,planeta,CP,2.8806900,10380.0000000,2.88043,0.00009,0.7969,1.536,90.39,1.2249,0.0024,0.0026,0.6667,1.7515,11358
48506505,4467.01,planeta,KP,7.7942155,2950.7357104,1.07731,0.72356,0.0763,0.718,5.82,0.1272,0.0013,0.0491,0.5455,1.6348,19611
256364928,4470.01,planeta,KP,2.2185748,25854.2144559,2.21761,0.00043,2.3388,1.183,400.02,3.3764,0.0023,0.0000,0.8462,8.6579,18315
377873569,4480.01,planeta,KP,3.8493846,1372.2876678,3.84907,0.00008,0.1429,2.053,14.08,0.2010,0.0028,0.1642,0.5455,1.0592,18322
306648160,3321.01,planeta,CP,3.6525305,9770.0000000,3.65119,0.00037,0.8418,3.895,153.19,1.7947,0.0000,0.0032,0.9091,0.6665,14688
194795551,3331.01,planeta,CP,2.0180196,15190.0000000,2.01840,0.00019,1.9635,1.615,99.19,3.6175,0.0000,0.0262,0.9167,11.2693,16457
391903064,3353.01,planeta,CP,4.6658022,513.7476343,3.37223,0.27725,0.3597,9.892,112.84,1.1889,0.0000,0.0309,0.6667,5.4036,18273
280655495,3364.01,planeta,CP,5.8769438,7168.7849256,5.88209,0.00088,0.6897,3.921,73.47,1.1020,0.0055,0.1212,0.8333,8.7321,16897
21113347,3497.01,planeta,KP,4.2180760,7882.0701205,4.21726,0.00019,0.6722,2.812,53.89,1.0843,0.0000,0.0179,0.7273,0.8244,15825
17865622,3540.01,planeta,CP,3.1198404,8016.8009531,3.11841,0.00046,0.6282,1.247,69.95,0.8164,0.0136,0.0201,0.7000,0.9521,19612
396133015,3577.01,planeta,CP,5.2667367,2910.0000000,5.26544,0.00025,0.2640,2.808,19.94,0.3830,0.0342,0.1389,0.4444,0.8374,19612
346626688,3666.01,planeta,KP,4.4085194,8977.0354304,4.40827,0.00006,0.8198,2.939,79.59,1.3406,0.0049,0.0257,1.0000,3.7742,19237
285272237,3681.01,planeta,KP,4.6401269,9954.9098835,4.63608,0.00087,0.9049,2.473,72.03,1.4421,0.0167,0.0463,0.8333,1.0352,17027
245509452,3688.01,planeta,CP,3.2462080,9405.9910446,3.24801,0.00056,0.9099,3.031,83.16,1.8103,0.0101,0.0093,0.8333,4.1037,19475
289661991,3807.01,planeta,CP,2.8989758,3680.0000000,2.89972,0.00026,0.3139,1.160,20.72,0.4051,0.0082,0.0666,0.3636,1.9556,16407
69356857,5232.01,planeta,CP,4.0966887,5620.0000000,4.09368,0.00073,0.4662,4.912,31.49,0.9756,0.0027,0.0705,0.6000,21.1681,14751
219016883,5238.01,planeta,CP,4.8721904,2180.0000000,4.87291,0.00015,0.1974,2.599,13.54,0.2885,0.0388,0.0198,0.3333,24.0897,12637
40055053,5240.01,planeta,CP,4.1793301,4900.0000000,4.17993,0.00014,0.4973,5.016,48.16,1.1964,0.0000,0.0169,0.9167,3.9990,14639
58825110,5301.01,planeta,CP,5.8588751,2690.0000000,5.85496,0.00067,0.2527,3.903,26.36,0.4260,0.0001,0.0439,0.5455,22.9590,14689
9155187,5373.01,planeta,KP,4.1878375,11415.1655183,4.18432,0.00084,0.9660,2.790,86.80,1.5025,0.0311,0.0063,0.9000,0.3462,16570
20096620,5374.01,planeta,KP,2.9164004,7257.7025481,2.91571,0.00024,0.6531,2.721,173.29,1.2626,0.0000,0.0143,0.8333,0.6343,16611
165297570,5384.01,planeta,KP,2.9895092,12117.7788754,2.98892,0.00020,1.0682,2.790,265.26,2.0365,0.0000,0.0046,0.8333,1.3671,15567
407591297,5388.01,planeta,CP,2.5946750,1070.0000000,2.59667,0.00077,0.0804,0.692,7.81,0.0867,0.0000,0.0200,0.2500,1.1375,17288
8260536,5398.02,planeta,CP,4.7728997,920.0000000,5.30197,0.11085,0.4436,3.535,95.97,0.7234,0.0181,1.9171,0.9167,0.3234,15507
397058826,5401.01,planeta,CP,6.8291029,815.4832965,6.82577,0.00049,0.0761,9.101,92.39,0.1829,0.0017,0.1937,0.9167,0.0337,13164
83275782,5467.01,planeta,CP,2.6570006,4050.0000000,2.65823,0.00046,0.3548,2.127,26.57,0.6331,0.0407,0.1428,0.6667,8.6782,14731
435339847,4544.01,planeta,KP,8.2000875,1079.5927267,1.20543,0.70600,0.0486,1.447,6.64,0.1056,0.0017,0.0523,0.5000,0.4167,16951
271169413,4559.01,planeta,CP,3.9649053,1160.5626137,3.96444,0.00012,0.1060,1.586,8.12,0.1330,0.0066,0.2987,0.4167,1.1828,11823
399954349,4593.01,planeta,KP,7.8344688,2017.3628771,1.50251,0.61644,0.0572,3.606,9.22,0.1718,0.0010,0.4189,0.8333,1.5004,18212
307809773,4599.01,planeta,CP,2.7694936,712.0000000,2.76802,0.00053,0.0566,1.107,23.96,0.0719,0.0004,0.0423,0.8182,1.5898,16197
467651916,4602.01,planeta,CP,3.9813082,464.0000000,3.98087,0.00011,0.0468,3.185,24.55,0.0804,0.0000,0.0727,0.5385,0.6261,15605
437856897,4603.01,planeta,CP,7.2455997,1106.0000000,7.23991,0.00079,0.1032,1.931,27.40,0.1219,0.0115,0.0548,0.6364,0.5010,16300
97735908,4612.01,planeta,KP,4.1137862,5739.0000000,4.11197,0.00044,0.4877,4.386,272.23,1.0563,0.0000,0.0030,1.0000,0.8766,15968
56399553,4623.01,planeta,KP,3.2588316,22743.2337536,3.25992,0.00034,1.9886,1.739,128.58,2.7832,0.0372,0.0294,1.0000,2.5776,15610
84339983,4624.01,planeta,KP,2.7908285,10049.6938823,2.79080,0.00001,0.8907,1.488,86.16,1.3149,0.0000,0.0338,0.6923,3.0787,15973
404421005,4628.01,planeta,KP,6.3266800,520.8002154,7.22833,0.14252,1.0935,2.891,58.91,1.1450,0.0000,0.0000,0.8462,4.2296,15063
100389539,4791.01,planeta,CP,4.2809767,7520.0000000,4.27753,0.00081,0.6596,2.852,73.80,1.1931,0.0155,0.0068,0.9091,3.2240,14939
193336820,4491.01,planeta,CP,5.0066220,1290.0000000,5.00735,0.00014,0.0992,2.003,12.44,0.1217,0.0184,0.1036,0.3750,1.2305,19612
298297931,4492.01,planeta,CP,4.4331838,9166.0000000,4.43321,0.00001,0.7931,3.547,86.76,1.3358,0.0042,0.0016,0.6364,1.6695,18137
120826158,4495.01,planeta,CP,5.1830043,670.0000000,5.18088,0.00041,0.0962,2.763,21.59,0.1355,0.0047,0.3702,0.7500,0.6045,11996
85593751,4516.01,planeta,KP,3.7224626,19962.6105832,3.72268,0.00006,1.8434,1.985,155.95,2.4639,0.0150,0.0124,0.8462,2.7939,13080
301289516,4517.01,planeta,KP,1.2089755,668.0000000,1.20874,0.00019,0.0683,1.128,21.45,0.1319,0.0000,0.0782,0.2727,1.3810,11274
398572544,4518.01,planeta,KP,3.4088330,16032.0000000,3.40477,0.00119,1.3587,2.724,98.54,2.5599,0.0075,0.0156,0.8333,1.6585,11098
439842788,4521.01,planeta,KP,3.0717182,14228.6266087,3.07155,0.00005,1.0814,1.229,55.37,1.3418,0.0198,0.0478,0.6667,2.6370,9399
427332229,4523.01,planeta,KP,2.7186256,13160.0000000,2.71967,0.00038,1.1279,1.813,98.14,1.7525,0.0000,0.0300,0.8462,1.8396,10987
333657795,4524.01,planeta,CP,0.9260632,221.0000000,0.92611,0.00005,0.0190,1.111,11.41,0.0413,0.0037,0.1879,0.4444,0.2790,14105
36592530,4525.01,planeta,KP,2.4841975,10361.0000000,2.48488,0.00027,0.8303,1.325,68.22,1.1902,0.0064,0.0176,0.8182,1.9185,9434
384888319,4529.01,planeta,CP,5.8795752,1352.7622114,5.87865,0.00016,0.1362,1.568,13.90,0.1410,0.0108,0.3691,0.1429,0.4064,13004
418761354,4533.01,planeta,KP,2.1747824,560.0000000,1.27962,0.17678,0.0497,2.047,5.83,0.1256,0.0000,0.3469,0.3333,1.5712,10801
380907135,4536.01,planeta,KP,4.0460644,8004.0000000,4.04528,0.00019,0.6908,4.315,123.89,1.5004,0.0000,0.0374,0.9167,0.5466,13054
293607057,4987.01,planeta,CP,4.2889696,5850.0000000,4.28960,0.00015,0.4797,2.288,72.57,0.7639,0.0191,0.0164,0.8182,3.5955,15859
282485660,5005.01,planeta,CP,6.3084728,3690.0000000,6.31443,0.00094,0.3507,3.368,28.93,0.4965,0.0192,0.0915,0.9000,1.1769,17981
117275513,5067.01,planeta,KP,4.6886342,1469.0000000,4.68585,0.00059,0.1361,2.499,7.98,0.1870,0.0158,0.1839,0.2500,0.8980,15186
366631954,5068.01,planeta,KP,4.7369669,1238.0000000,4.72854,0.00178,0.1183,1.891,10.99,0.1659,0.0000,0.0115,0.2500,2.3915,16878
307733361,5071.01,planeta,KP,1.6739029,863.0000000,6.62846,0.97994,0.1617,5.303,33.77,0.3230,0.0317,1.6684,0.5556,26.7078,15275
6893917,5074.01,planeta,KP,3.0801795,8926.4323460,3.08141,0.00040,0.8194,2.876,283.39,1.7038,0.0000,0.0005,0.8462,12.9967,15235
437011608,5082.01,planeta,CP,4.2403543,842.0000000,4.23979,0.00013,0.0846,2.261,30.71,0.1228,0.0024,0.2187,0.8462,2.9040,15814
330687113,5089.01,planeta,KP,5.1138350,1290.3750314,5.10811,0.00112,0.1127,2.724,10.71,0.1622,0.0235,0.2448,0.3750,1.3352,15503
19028197,5094.01,planeta,KP,3.3366511,6765.8704326,3.33448,0.00065,0.5703,1.778,90.90,0.8824,0.0000,0.0310,0.8182,4.0764,15198
26826078,5096.01,planeta,KP,2.8753183,23676.0000000,2.87727,0.00068,1.8061,1.535,228.56,2.6864,0.0026,0.0144,0.8182,5.1927,15771
203214081,5097.01,planeta,KP,5.7459945,3650.0000000,5.74330,0.00047,0.2901,1.532,15.05,0.3165,0.0065,0.3141,0.7500,0.7387,15276
14770122,5098.01,planeta,KP,3.5438732,10892.9403038,3.54289,0.00028,0.9555,3.779,83.22,2.0845,0.0000,0.0145,0.9091,7.1079,15808
350348197,5108.01,planeta,CP,6.7535728,1740.0000000,6.75157,0.00030,0.1847,1.800,39.22,0.2216,0.0000,0.0788,0.8462,0.5276,14773
203289099,5111.01,planeta,KP,3.3557219,1101.0000000,0.77866,0.53592,0.1883,0.104,5.78,0.1411,0.1064,0.5586,0.3333,1.5665,15236
366568760,5121.01,planeta,KP,8.4071591,533.0000000,0.72855,0.82668,0.0425,1.360,6.11,0.1152,0.0000,0.1203,0.1667,2.3204,16343
332022997,5123.01,planeta,KP,3.2810299,1163.6040257,3.27936,0.00051,0.1042,1.749,9.29,0.1591,0.0000,0.3067,0.3000,0.9577,15279
27064468,5126.01,planeta,CP,5.4589863,1230.0000000,5.47292,0.00255,0.0996,3.649,24.28,0.1657,0.0000,0.7539,0.5000,5.3198,16507
393495970,5142.01,planeta,KP,1.7554285,14716.5922677,1.75575,0.00018,1.3123,1.405,93.40,2.3725,0.0061,0.0222,0.9091,13.6056,15903
380619414,5144.01,planeta,KP,2.6556753,20259.2262626,2.65419,0.00056,1.6817,2.477,307.72,3.3455,0.0008,0.0035,0.9000,1.6490,16232
6892385,5164.01,planeta,KP,8.2669589,1316.0000000,8.26698,0.00000,0.1291,2.205,7.02,0.1161,0.0226,0.0000,0.4286,0.9123,15203
363548415,5168.01,planeta,KP,6.7713411,2930.0000000,8.33807,0.23138,0.3479,3.335,12.89,0.4698,0.0000,0.6659,0.2000,7.7387,16201
277833995,5524.01,planeta,KP,2.2979915,1354.9640916,2.29787,0.00005,0.1214,0.919,5.90,0.1571,0.0000,0.3391,0.7143,1.3544,12975
55315929,5556.01,planeta,KP,0.7195712,159.6403985,0.72014,0.00079,0.0141,1.920,9.14,0.0447,0.0039,0.1639,0.3636,7.3696,16231
456945304,5559.01,planeta,KP,2.1408063,628.0000000,8.73578,1.04030,1.1337,1.165,67.33,0.7581,0.0000,1.8420,0.5000,7.6639,15585
347430350,5631.01,planeta,KP,2.2438471,10310.0000000,2.24488,0.00046,0.8656,2.395,223.23,1.7184,0.0107,0.0124,0.9167,1.1043,10657
420779000,5632.01,planeta,KP,4.2342153,6137.4069869,4.23224,0.00047,0.5115,2.257,43.59,0.6925,0.0000,0.0335,0.9091,0.6303,10870
461239485,5672.01,planeta,KP,3.0390851,12337.5570732,3.04054,0.00048,1.0423,1.216,44.31,1.2701,0.0000,0.0390,0.8000,0.4679,7230
181949561,5675.01,planeta,KP,4.0552832,23434.8052486,4.05245,0.00070,2.0932,2.161,114.68,3.2215,0.0033,0.0311,0.9167,0.8332,8033
311133118,5676.01,planeta,KP,3.5061649,18379.4360484,3.50613,0.00001,1.2234,1.402,113.74,1.5420,0.0000,0.0441,0.7500,3.5974,10465
460396820,5685.01,planeta,KP,2.3409909,12040.0000000,2.34035,0.00027,1.0459,2.184,82.10,1.9785,0.0026,0.0438,0.9167,1.1629,7049
52368076,125.01,planeta,CP,4.6517186,978.0000000,4.65068,0.00022,0.0940,2.480,18.13,0.1446,0.0000,0.0240,0.6154,0.6270,18276
267263253,135.01,planeta,CP,4.1269046,10831.0000000,4.12617,0.00018,0.9286,3.851,341.16,1.9035,0.0043,0.0024,0.8462,1.4349,18271
403224672,141.01,planeta,CP,1.0082361,228.0000000,1.00795,0.00029,0.0208,1.478,23.49,0.0495,0.0008,0.0133,0.5000,1.6248,18270
179317684,163.01,planeta,CP,4.2311173,7261.2759361,4.22743,0.00087,0.6344,3.946,92.00,1.2074,0.0000,0.0236,0.8333,0.8405,15675
425997655,174.04,planeta,CP,3.9766833,142.0000000,7.47424,0.06024,0.0437,1.993,11.59,0.0451,0.0000,1.7905,0.5556,2.6084,18276
251848941,178.01,planeta,CP,6.5578513,1596.0000000,6.55335,0.00069,0.1094,2.621,15.33,0.1405,0.0026,0.1848,0.4000,0.8307,18299
100100827,185.01,planeta,KP,0.9414525,11445.0000000,0.94128,0.00019,1.0017,1.883,541.94,2.7413,0.0543,0.0057,0.9167,5.2109,18299
183537452,192.01,planeta,KP,3.9227113,11362.3670709,3.92057,0.00055,1.0432,2.091,162.16,1.4664,0.0074,0.0113,0.8333,1.3178,18298
211438925,194.01,planeta,KP,4.8996461,10957.0000000,4.90302,0.00069,0.9120,2.615,164.15,1.4049,0.0000,0.0153,0.8333,1.7636,18299
410214986,200.01,planeta,CP,8.1382222,3852.0299874,2.79788,0.31241,0.5712,8.207,132.07,1.9184,0.0000,0.0408,0.6000,8.5937,18268
122612091,264.01,planeta,KP,2.2167436,4239.7484463,2.21629,0.00021,0.3788,3.546,87.72,0.9557,0.0118,0.1293,0.8333,1.3651,12894
178155732,396.01,planeta,CP,5.9739124,232.5621027,5.97384,0.00001,0.0242,3.186,25.51,0.0376,0.0000,0.4424,0.8000,4.9184,14758
178284730,418.01,planeta,KP,2.2359865,19058.0137423,2.23540,0.00026,1.6541,0.894,161.89,2.0424,0.0000,0.0281,0.7500,1.5004,14723
94986319,421.02,planeta,CP,5.1976858,437.4376044,5.35570,0.03040,0.1182,2.856,30.36,0.1649,0.0000,0.0061,0.8000,0.2308,17322
43647325,423.01,planeta,KP,3.1615697,17482.2328085,3.16158,0.00000,1.4942,2.951,327.57,2.9651,0.0000,0.0045,1.0000,0.4277,17217
257605131,451.02,planeta,CP,1.8586624,497.6683497,7.54530,1.02977,0.1113,4.024,16.25,0.1716,0.0000,0.3146,0.5455,1.4554,14790
47911178,471.01,planeta,KP,3.5857076,11813.3029260,3.58479,0.00026,1.1083,1.912,183.56,1.5448,0.0118,0.0175,0.8462,2.1210,14581
377064495,561.02,planeta,CP,0.4465713,294.0000000,7.95777,7.90985,0.0759,5.305,16.87,0.1172,0.0000,0.0000,0.6000,1.7455,13035
281408474,628.01,planeta,CP,3.4076000,7500.0000000,3.41134,0.00110,0.5869,3.639,166.25,1.1801,0.0000,0.0040,0.9091,4.8148,15377
158588995,674.01,planeta,CP,1.9771658,13877.3059698,1.97726,0.00005,1.2590,0.791,68.21,1.6918,0.0346,0.0044,0.9231,1.2617,15492
437248515,683.01,planeta,KP,3.4058895,15490.0795356,3.40603,0.00004,1.3939,1.817,110.69,2.0031,0.0135,0.0123,0.8462,2.6268,15738
77156829,696.01,planeta,CP,0.8602406,719.5357708,0.86025,0.00001,0.0555,0.688,9.49,0.0998,0.0122,0.4377,0.3333,1.8289,14751
460205581,837.01,planeta,CP,8.3249172,4535.0000000,3.00401,0.27831,0.2744,8.812,84.58,0.8771,0.0587,0.1972,0.5556,2.3369,16004
254113311,1130.01,planeta,CP,8.3499800,16680.0000000,8.33807,0.00143,1.4584,1.112,99.26,1.0258,0.0000,0.0928,0.5833,1.0394,13476
28230919,1144.01,planeta,KP,4.8878037,4279.0000000,4.89095,0.00064,0.3775,1.956,103.36,0.4191,0.0000,0.0135,0.8462,0.4288,18424
16740101,1150.01,planeta,KP,1.4810903,6788.5145388,1.48097,0.00008,0.6619,3.554,557.15,1.9725,0.0334,0.0044,0.8333,6.3321,13816
458478250,1165.01,planeta,KP,2.2552845,20820.0000000,2.25561,0.00014,1.6074,2.105,433.48,3.1776,0.0064,0.0109,0.9000,2.5067,15097
260647166,1233.03,planeta,CP,6.2036219,548.9044399,7.61773,0.22795,0.0495,3.047,17.20,0.0751,0.0028,1.9952,0.4615,1.0579,15491
120960812,1237.02,planeta,KP,6.2387550,373.5681138,0.93107,0.70152,0.0254,1.862,7.75,0.0703,0.0000,0.1259,0.3333,0.6291,18424
355867695,1260.01,planeta,CP,3.1274634,1331.8369300,3.12759,0.00004,0.1097,1.668,11.91,0.1581,0.0000,0.3611,0.6000,0.5011,18424
142394656,1268.01,planeta,CP,8.1577210,10273.0000000,8.15916,0.00018,0.8665,3.264,117.48,1.1677,0.0115,0.0387,0.8333,0.4231,15239
417676622,1290.01,planeta,KP,5.3987355,352.0000000,2.70317,0.00141,0.0259,3.244,8.54,0.0541,0.0000,0.6137,0.2727,2.7703,18422
293687315,1300.01,planeta,KP,2.8716983,8568.0000000,2.87159,0.00004,0.7308,4.212,199.89,1.7038,0.0059,0.0381,0.9167,0.7680,12205
395171208,1333.01,planeta,CP,4.7201912,6710.0000000,4.71878,0.00030,0.5848,3.775,166.56,1.0200,0.0000,0.0178,0.9231,9.0589,19611
269701147,1339.01,planeta,CP,8.8803281,1238.0000000,8.88244,0.00024,0.1162,2.369,28.80,0.1194,0.0055,0.0000,0.5714,1.1025,13319
375506058,1431.01,planeta,CP,2.6502320,6449.0000000,2.64962,0.00023,0.4666,2.120,303.44,0.8627,0.0066,0.0309,0.8000,0.4018,17605
15692883,1493.01,planeta,CP,5.1479050,3710.0000000,5.14975,0.00036,0.3780,4.806,122.09,0.7965,0.0028,0.0839,0.9231,80.3574,17989
356473034,1720.01,planeta,KP,2.6158597,13363.0000000,2.61614,0.00011,1.1235,2.442,110.86,2.1938,0.0039,0.0133,0.9091,6.0246,16548
51234631,1721.01,planeta,KP,4.1250429,8804.0000000,4.12231,0.00066,0.7754,3.847,170.54,1.4962,0.0000,0.0346,0.9167,2.1532,17632
86396382,1725.01,planeta,KP,1.0914304,15377.7920504,1.09158,0.00014,1.4065,2.474,269.14,4.0953,0.0428,0.0052,0.9167,0.2892,16551
172518755,1789.01,planeta,CP,3.2087149,1960.0000000,3.20825,0.00014,0.2290,1.283,45.11,0.2798,0.0032,0.0180,0.5000,0.8537,15170
368435330,1797.01,planeta,CP,3.6451549,780.0000000,3.64570,0.00015,0.0826,1.944,26.25,0.1192,0.0004,0.0758,0.6667,1.3592,15986
